Level;Country;State;County;Longitude;Latitude;Zoom factor;
2;India;Jammu And Kashmir;Simbal;74.3277778;33.0861111;11;
2;India;Jammu And Kashmir;Silmp;76.3138889;34.6222222;11;
2;India;Jammu And Kashmir;Silikche;76.1277778;34.5847222;11;
2;India;Jammu And Kashmir;Silapi;76.8333333;33.5;11;
2;India;Jammu And Kashmir;Sila na Jabbai;74.1138889;33.1972222;11;
2;India;Jammu And Kashmir;Sila;74.8166667;33.0833333;11;
2;India;Jammu And Kashmir;Sikligar Kalian;74.8416667;32.675;11;
2;India;Jammu And Kashmir;Sikandarpur;74.8472222;32.6361111;11;
2;India;Jammu And Kashmir;Sikandar Mir;75.0583333;34.6055556;11;
2;India;Jammu And Kashmir;Sijangar;74.3083333;33.2472222;11;
2;India;Jammu And Kashmir;Sihun;74.5208333;32.9569444;11;
2;India;Jammu And Kashmir;Siddara;74.5875;32.9861111;11;
2;India;Jammu And Kashmir;Siala;74.8430556;32.7638889;11;
2;India;Jammu And Kashmir;Sial Sui;74.35;33.2333333;11;
2;India;Jammu And Kashmir;Sial;74.3222222;33.0805556;11;
2;India;Jammu And Kashmir;Shyok;78.1333333;34.1833333;11;
2;India;Jammu And Kashmir;Shyalkut;74.675;34.0013889;11;
2;India;Jammu And Kashmir;Shushul;78.65;33.6;11;
2;India;Jammu And Kashmir;Shushot;77.6333333;34.05;11;
2;India;Jammu And Kashmir;Shushal;78.65;33.6;11;
2;India;Jammu And Kashmir;Shuru;74.8166667;34.1430556;11;
2;India;Jammu And Kashmir;Shupurbagh;74.6611111;34.0708333;11;
2;India;Jammu And Kashmir;Shupkanjan;75.7666667;33.8666667;11;
2;India;Jammu And Kashmir;Shupiyon;74.8333333;33.7166667;11;
2;India;Jammu And Kashmir;Shupiyan;74.8333333;33.7166667;11;
2;India;Jammu And Kashmir;Shunglipura;74.7722222;34.1125;11;
2;India;Jammu And Kashmir;Shumanag;74.1361111;34.4944444;11;
2;India;Jammu And Kashmir;Shumahal;75.3166667;33.8166667;11;
2;India;Jammu And Kashmir;Shulipur;74.6777778;34.0083333;11;
2;India;Jammu And Kashmir;Shulagund;74.6125;34.0027778;11;
2;India;Jammu And Kashmir;Shudi;76.4277778;34.6541667;11;
2;India;Jammu And Kashmir;Shrjan;74.6402778;34.0236111;11;
2;India;Jammu And Kashmir;Shri Partapsinghpura;74.9083333;32.5305556;11;
2;India;Jammu And Kashmir;Shri Partapsinghpur;74.8694444;32.5013889;11;
2;India;Jammu And Kashmir;Shri Gulabsinghpur;74.8819444;32.5083333;11;
2;India;Jammu And Kashmir;Shore;76.4472222;34.6236111;11;
2;India;Jammu And Kashmir;Shorbug;74.5666667;34.2236111;11;
2;India;Jammu And Kashmir;Shogram;76.2041667;34.575;11;
2;India;Jammu And Kashmir;Shogpur;74.3819444;34.2763889;11;
2;India;Jammu And Kashmir;Shoghapur;74.2236111;34.4486111;11;
2;India;Jammu And Kashmir;Shodgund;74.9013889;34.2875;11;
2;India;Jammu And Kashmir;Sho;76.2166667;33.2333333;11;
2;India;Jammu And Kashmir;Shlan Chak;74.8111111;32.6166667;11;
2;India;Jammu And Kashmir;Shiu;74.4513889;34.3680556;11;
2;India;Jammu And Kashmir;Shishan Banet;74.6402778;34.0138889;11;
2;India;Jammu And Kashmir;Shirazi Bagh;74.8791667;34.0958333;11;
2;India;Jammu And Kashmir;Shinyan di Patti;74.1861111;33.1722222;11;
2;India;Jammu And Kashmir;Shilwat;74.6583333;34.2041667;11;
2;India;Jammu And Kashmir;Shilthar;74.2111111;34.3180556;11;
2;India;Jammu And Kashmir;Shilkacha;76.1222222;34.575;11;
2;India;Jammu And Kashmir;Shila;76.8833333;33.4166667;11;
2;India;Jammu And Kashmir;Shiganpur;74.625;34.2083333;11;
2;India;Jammu And Kashmir;Shidipur;74.3125;34.475;11;
2;India;Jammu And Kashmir;Shidaul;74.9333333;33.4;11;
2;India;Jammu And Kashmir;Shibpur;74.6291667;34.0902778;11;
2;India;Jammu And Kashmir;Shibbu Chak;74.8708333;32.5375;11;
2;India;Jammu And Kashmir;Shergol;76.3;34.4;11;
2;India;Jammu And Kashmir;Shergarhi;74.8027778;34.075;11;
2;India;Jammu And Kashmir;Sherak;78.0166667;33.7666667;11;
2;India;Jammu And Kashmir;Shekhupur;74.8555556;32.5361111;11;
2;India;Jammu And Kashmir;Shekhpur;74.7458333;34.025;11;
2;India;Jammu And Kashmir;Shekhnar;74.3;34.3305556;11;
2;India;Jammu And Kashmir;Shekhazu;74.6611111;34.2083333;11;
2;India;Jammu And Kashmir;Shekhapur;74.5097222;34.0166667;11;
2;India;Jammu And Kashmir;Sheikhpura;74.2305556;34.3305556;11;
2;India;Jammu And Kashmir;Shehalhal;74.2652778;34.4333333;11;
2;India;Jammu And Kashmir;She;77.6333333;34.0833333;11;
2;India;Jammu And Kashmir;Shazal;76.0166667;33.35;11;
2;India;Jammu And Kashmir;Shath Muqam;74.2777778;34.4736111;11;
2;India;Jammu And Kashmir;Shatagam;74.1513889;34.3833333;11;
2;India;Jammu And Kashmir;Sharifabad;74.7416667;34.0861111;11;
2;India;Jammu And Kashmir;Sharehama;74.225;34.3513889;11;
2;India;Jammu And Kashmir;Sharati;74.0583333;33.7138889;11;
2;India;Jammu And Kashmir;Sharabbagh;74.4222222;34.275;11;
2;India;Jammu And Kashmir;Shar;75;34.0166667;11;
2;India;Jammu And Kashmir;Shankarpur;74.8236111;34.0222222;11;
2;India;Jammu And Kashmir;Shanglo;76.4902778;34.6805556;11;
2;India;Jammu And Kashmir;Shangargund;74.3625;34.3097222;11;
2;India;Jammu And Kashmir;Shan da Mohra;74.1833333;33.1388889;11;
2;India;Jammu And Kashmir;Shalyun;74.8958333;34.0277778;11;
2;India;Jammu And Kashmir;Shalpur;74.3;34.4680556;11;
2;India;Jammu And Kashmir;Shalon;74.1680556;34.3097222;11;
2;India;Jammu And Kashmir;Shalkut;74.2694444;34.2541667;11;
2;India;Jammu And Kashmir;Shalhar;74.675;34.1944444;11;
2;India;Jammu And Kashmir;Shalateng;74.7513889;34.1097222;11;
2;India;Jammu And Kashmir;Shalapur;74.675;34.1625;11;
2;India;Jammu And Kashmir;Shalamar;74.8791667;34.1444444;11;
2;India;Jammu And Kashmir;Shalabani;74.5986111;34.1333333;11;
2;India;Jammu And Kashmir;Shakardo;76.4888889;34.5166667;11;
2;India;Jammu And Kashmir;Shakar Brok;76.4236111;34.5013889;11;
2;India;Jammu And Kashmir;Shakar;76.4722222;34.5083333;11;
2;India;Jammu And Kashmir;Shaikpur;74.5458333;34.0791667;11;
2;India;Jammu And Kashmir;Shaikhpur;74.2305556;34.4180556;11;
2;India;Jammu And Kashmir;Shahzadpur Bhopa;74.7513889;32.7486111;11;
2;India;Jammu And Kashmir;Shahzadpur;74.9583333;32.5388889;11;
2;India;Jammu And Kashmir;Shahrkot;74.1;34.4666667;11;
2;India;Jammu And Kashmir;Shahpur;74.8944444;32.5736111;11;
2;India;Jammu And Kashmir;Shahnagri;74.2152778;34.3333333;11;
2;India;Jammu And Kashmir;Shahdara;73.9666667;34.1125;11;
2;India;Jammu And Kashmir;Shahan ke Kothe;74.8111111;32.5652778;11;
2;India;Jammu And Kashmir;Shahama;74.8319444;34.1902778;11;
2;India;Jammu And Kashmir;Shahalpur;74.3333333;34.3263889;11;
2;India;Jammu And Kashmir;Shadipur;74.6666667;34.1833333;11;
2;India;Jammu And Kashmir;Shadi;77.25;33.4;11;
2;India;Jammu And Kashmir;Sethar;75.0666667;33.8666667;11;
2;India;Jammu And Kashmir;Sersandu;74.8833333;33.1333333;11;
2;India;Jammu And Kashmir;Serli;74.9486111;32.9847222;11;
2;India;Jammu And Kashmir;Seri Panditan;74.8208333;32.8625;11;
2;India;Jammu And Kashmir;Seri;74.4;32.9361111;11;
2;India;Jammu And Kashmir;Ser;74.2333333;33.1444444;11;
2;India;Jammu And Kashmir;Senban;74.0708333;34.3305556;11;
2;India;Jammu And Kashmir;Sen;74.2666667;34.2986111;11;
2;India;Jammu And Kashmir;Sempura;74.9013889;34.0416667;11;
2;India;Jammu And Kashmir;Sempur;74.45;34.3541667;11;
2;India;Jammu And Kashmir;Sembliwala;74.7541667;32.8402778;11;
2;India;Jammu And Kashmir;Semathan;74.7333333;34.4666667;11;
2;India;Jammu And Kashmir;Sekhlu;74.2472222;33.7861111;11;
2;India;Jammu And Kashmir;Sedau;74.7833333;33.6666667;11;
2;India;Jammu And Kashmir;Sayahama;74.6458333;34.0027778;11;
2;India;Jammu And Kashmir;Saura Katho;74.3388889;33.8833333;11;
2;India;Jammu And Kashmir;Sauli Chak;74.6166667;32.8486111;11;
2;India;Jammu And Kashmir;Satwas;74.7972222;34.3166667;11;
2;India;Jammu And Kashmir;Satwari;74.85;32.6916667;11;
2;India;Jammu And Kashmir;Satti;77.7333333;34.4833333;11;
2;India;Jammu And Kashmir;Satowan;74.8097222;32.8722222;11;
2;India;Jammu And Kashmir;Sati;74.95;32.5236111;11;
2;India;Jammu And Kashmir;Satharban;74.3333333;33.8861111;11;
2;India;Jammu And Kashmir;Sathar;74.7652778;32.9916667;11;
2;India;Jammu And Kashmir;Sateni;75.0166667;34.6055556;11;
2;India;Jammu And Kashmir;Satakohaj;74.1166667;34.4138889;11;
2;India;Jammu And Kashmir;Saspul G∆mpa;77.15;34.25;11;
2;India;Jammu And Kashmir;Sasoma;77.4666667;34.8833333;11;
2;India;Jammu And Kashmir;Sashuta;74.2083333;33.4916667;11;
2;India;Jammu And Kashmir;Sasalkot;74.2416667;33.3138889;11;
2;India;Jammu And Kashmir;Sarwarapur;74.5291667;34.1388889;11;
2;India;Jammu And Kashmir;Sarwal;74.85;32.7486111;11;
2;India;Jammu And Kashmir;Sarwa;74.9666667;32.5333333;11;
2;India;Jammu And Kashmir;Sarun;74.9041667;32.9875;11;
2;India;Jammu And Kashmir;Sarula;74.2472222;33.4666667;11;
2;India;Jammu And Kashmir;Saru Dangarpura;74.5013889;34.1458333;11;
2;India;Jammu And Kashmir;Sarthal;75.7833333;32.8333333;11;
2;India;Jammu And Kashmir;Sarsala;74.1583333;33.3055556;11;
2;India;Jammu And Kashmir;Saror;74.9138889;32.6083333;11;
2;India;Jammu And Kashmir;Saroh;74.4555556;33.2;11;
2;India;Jammu And Kashmir;Sarodab;75.0805556;34.5513889;11;
2;India;Jammu And Kashmir;Sarna;74.9152778;32.9361111;11;
2;India;Jammu And Kashmir;Sarmarg;74.1666667;34.425;11;
2;India;Jammu And Kashmir;Sarmala;74.4972222;32.875;11;
2;India;Jammu And Kashmir;Sarkampur;74.7777778;32.7597222;11;
2;India;Jammu And Kashmir;Saripor;74.3638889;34.2861111;11;
2;India;Jammu And Kashmir;Sarimaidan;75.0916667;34.6;11;
2;India;Jammu And Kashmir;Sarila;74.1194444;33.2944444;11;
2;India;Jammu And Kashmir;Sarian;74.3388889;33.9361111;11;
2;India;Jammu And Kashmir;Saria;74.0333333;33.25;11;
2;India;Jammu And Kashmir;Sari Rakwalan;74.7777778;32.7277778;11;
2;India;Jammu And Kashmir;Sari;73.8583333;34.3430556;11;
2;India;Jammu And Kashmir;Sarhoti;74.2;33.6305556;11;
2;India;Jammu And Kashmir;Sarche Brok;76.2791667;34.6416667;11;
2;India;Jammu And Kashmir;Sarche;76.2916667;34.6541667;11;
2;India;Jammu And Kashmir;Sarch Chaudhribagh;74.7819444;34.2430556;11;
2;India;Jammu And Kashmir;Saratpur;74.6625;34.0333333;11;
2;India;Jammu And Kashmir;Sarari;74.9597222;32.7166667;11;
2;India;Jammu And Kashmir;Saranjli;74.9763889;32.8861111;11;
2;India;Jammu And Kashmir;Saran;74.3166667;33.8361111;11;
2;India;Jammu And Kashmir;Saraks;76.4833333;34.3833333;11;
2;India;Jammu And Kashmir;Sarai Dangarpur;74.6833333;34.175;11;
2;India;Jammu And Kashmir;Sarah;74.9486111;32.7486111;11;
2;India;Jammu And Kashmir;Saonti;74.1694444;33.3083333;11;
2;India;Jammu And Kashmir;Sanzipura;74.1972222;34.35;11;
2;India;Jammu And Kashmir;Sanwala;74.1361111;33.1972222;11;
2;India;Jammu And Kashmir;Santnagar;74.8;34.0375;11;
2;India;Jammu And Kashmir;Santakhchan;76.6333333;34.5166667;11;
2;India;Jammu And Kashmir;Sanko;75.9666667;34.2833333;11;
2;India;Jammu And Kashmir;Sankh;74.3027778;33.7805556;11;
2;India;Jammu And Kashmir;Sanke;74.2305556;33.8472222;11;
2;India;Jammu And Kashmir;Sanjak;76.5166667;34.5833333;11;
2;India;Jammu And Kashmir;Sangrom;74.45;34.25;11;
2;India;Jammu And Kashmir;Sangrampur;74.3111111;34.3069444;11;
2;India;Jammu And Kashmir;Sangli;74.9388889;32.5736111;11;
2;India;Jammu And Kashmir;Sangiala Mohra;74.1666667;33.1138889;11;
2;India;Jammu And Kashmir;Sangheri;74.4916667;33.1972222;11;
2;India;Jammu And Kashmir;Sangarwain;74.7333333;33.8166667;11;
2;India;Jammu And Kashmir;Sangar;74.1083333;33.7;11;
2;India;Jammu And Kashmir;Sangani;74.8458333;32.7666667;11;
2;India;Jammu And Kashmir;Sangam;74.7708333;34.1375;11;
2;India;Jammu And Kashmir;Sangahi;74.8180556;32.8694444;11;
2;India;Jammu And Kashmir;Sang na Gura;74.1222222;33.1694444;11;
2;India;Jammu And Kashmir;Sanel;74.7625;32.9305556;11;
2;India;Jammu And Kashmir;Sandrot;74.975;32.875;11;
2;India;Jammu And Kashmir;Sandot;74.175;33.5444444;11;
2;India;Jammu And Kashmir;Sando;76.4013889;34.5388889;11;
2;India;Jammu And Kashmir;Sandi;74.9916667;32.7125;11;
2;India;Jammu And Kashmir;Sandhori;74.9513889;32.7333333;11;
2;India;Jammu And Kashmir;Sandara;74.2;33.2916667;11;
2;India;Jammu And Kashmir;Sandal;74.5541667;32.9958333;11;
2;India;Jammu And Kashmir;Sanar;74.8041667;32.9944444;11;
2;India;Jammu And Kashmir;Sananpoiro;74.9194444;32.8972222;11;
2;India;Jammu And Kashmir;Sanai;74.2305556;33.6722222;11;
2;India;Jammu And Kashmir;Sanacha;76.3666667;34.65;11;
2;India;Jammu And Kashmir;Sampurahpur Kulian;74.7861111;32.6847222;11;
2;India;Jammu And Kashmir;Samot;74.6;33.3666667;11;
2;India;Jammu And Kashmir;Samkar;74.2805556;33.2333333;11;
2;India;Jammu And Kashmir;Samchurche;76.4930556;34.5263889;11;
2;India;Jammu And Kashmir;Sambah;74.3333333;33.0611111;11;
2;India;Jammu And Kashmir;Samba;75.1166667;32.5666667;11;
2;India;Jammu And Kashmir;Samar;76.2;34.5125;11;
2;India;Jammu And Kashmir;Samandrani;74.9958333;32.9875;11;
2;India;Jammu And Kashmir;Samandar Bagh;74.8305556;32.7319444;11;
2;India;Jammu And Kashmir;Samah;74.675;32.9625;11;
2;India;Jammu And Kashmir;Salwah;74.1638889;33.6444444;11;
2;India;Jammu And Kashmir;Salura;74.7611111;34.2041667;11;
2;India;Jammu And Kashmir;Saluni;74.2166667;33.8027778;11;
2;India;Jammu And Kashmir;Salotri;74.0777778;33.6875;11;
2;India;Jammu And Kashmir;Salmen de Kothe;74.8833333;32.5791667;11;
2;India;Jammu And Kashmir;Salmehri;74.9986111;32.5847222;11;
2;India;Jammu And Kashmir;Salisar;74.4805556;33.0125;11;
2;India;Jammu And Kashmir;Sali;75.2666667;33.8;11;
2;India;Jammu And Kashmir;Saleri;74.4305556;33.075;11;
2;India;Jammu And Kashmir;Salendar;74.7583333;34.3861111;11;
2;India;Jammu And Kashmir;Salehr;74.8194444;32.5611111;11;
2;India;Jammu And Kashmir;Saldori;74.3305556;33.9083333;11;
2;India;Jammu And Kashmir;Salan;74.0888889;33.6972222;11;
2;India;Jammu And Kashmir;Salamatwari;74.1083333;34.4847222;11;
2;India;Jammu And Kashmir;Salamabad;74.1861111;33.8138889;11;
2;India;Jammu And Kashmir;Salal;74.8333333;33.1666667;11;
2;India;Jammu And Kashmir;Sakuruade;74.1;33.1944444;11;
2;India;Jammu And Kashmir;Sakist;76.4986111;34.5458333;11;
2;India;Jammu And Kashmir;Sakhi Pir;74.1166667;33.6222222;11;
2;India;Jammu And Kashmir;Sakar;74.1055556;33.825;11;
2;India;Jammu And Kashmir;Sajwal;74.5888889;32.7958333;11;
2;India;Jammu And Kashmir;Sajadpur Gujran;74.8;32.6625;11;
2;India;Jammu And Kashmir;Saiyid Shahabuddin;74.4083333;34.2722222;11;
2;India;Jammu And Kashmir;Saiyid Malik Shah;74.375;34.2569444;11;
2;India;Jammu And Kashmir;Saiyid Haji Akbar;74.4722222;34.3166667;11;
2;India;Jammu And Kashmir;Saira;74.9861111;32.9222222;11;
2;India;Jammu And Kashmir;Sair;74.3638889;32.9527778;11;
2;India;Jammu And Kashmir;Saipathar;74.9680556;34.2638889;11;
2;India;Jammu And Kashmir;Sainth;74.5125;32.775;11;
2;India;Jammu And Kashmir;Sainar;74.2541667;33.775;11;
2;India;Jammu And Kashmir;Saili;74.9958333;32.8541667;11;
2;India;Jammu And Kashmir;Sail;74.4222222;33.2111111;11;
2;India;Jammu And Kashmir;Saidwain;74.5486111;34.0222222;11;
2;India;Jammu And Kashmir;Saidpur;74.8958333;34.175;11;
2;India;Jammu And Kashmir;Saidgarh;74.8847222;32.5472222;11;
2;India;Jammu And Kashmir;Saidapor Hamchi;74.8416667;34.1736111;11;
2;India;Jammu And Kashmir;Said Pathri;73.9333333;34.4291667;11;
2;India;Jammu And Kashmir;Sahpur;74.7263889;34.2;11;
2;India;Jammu And Kashmir;Sahkoil;74.5430556;34.2263889;11;
2;India;Jammu And Kashmir;Sahipur;74.8013889;34.2666667;11;
2;India;Jammu And Kashmir;Sahdagpur;74.3652778;34.3611111;11;
2;India;Jammu And Kashmir;Sahaura;74.9722222;32.7916667;11;
2;India;Jammu And Kashmir;Sahara;74.4916667;32.9277778;11;
2;India;Jammu And Kashmir;Sahar;74.3138889;33.2166667;11;
2;India;Jammu And Kashmir;Sahapur;74.6166667;34.0805556;11;
2;India;Jammu And Kashmir;Sahamwan;74.4388889;32.8722222;11;
2;India;Jammu And Kashmir;Sagra;74.0513889;33.6388889;11;
2;India;Jammu And Kashmir;Sagipur;74.3583333;34.4083333;11;
2;India;Jammu And Kashmir;Safra;74.2138889;33.775;11;
2;India;Jammu And Kashmir;Safedah;75.0361111;34.5888889;11;
2;India;Jammu And Kashmir;Safapur;74.6666667;34.25;11;
2;India;Jammu And Kashmir;Safalpur;74.3138889;34.3236111;11;
2;India;Jammu And Kashmir;Safa Kadal;74.7861111;34.0916667;11;
2;India;Jammu And Kashmir;Sadwanian;73.9791667;34.1027778;11;
2;India;Jammu And Kashmir;Sadrai;74.2333333;33.2083333;11;
2;India;Jammu And Kashmir;Sadpur;74.8694444;34.0041667;11;
2;India;Jammu And Kashmir;Sadlun;74.075;33.2416667;11;
2;India;Jammu And Kashmir;Sadganga;74.35;34.4416667;11;
2;India;Jammu And Kashmir;Sadeal;74.9875;32.6680556;11;
2;India;Jammu And Kashmir;Sadapur;74.3833333;34.2708333;11;
2;India;Jammu And Kashmir;Sachik;76.3444444;34.6541667;11;
2;India;Jammu And Kashmir;Sabdan;74.7333333;34.0458333;11;
2;India;Jammu And Kashmir;Rusripur;74.5013889;34.15;11;
2;India;Jammu And Kashmir;Rus;74.6458333;34.0847222;11;
2;India;Jammu And Kashmir;Rupshu;78.2833333;32.9666667;11;
2;India;Jammu And Kashmir;Rundan;73.9736111;34.0708333;11;
2;India;Jammu And Kashmir;Rumpack;77.4166667;34.05;11;
2;India;Jammu And Kashmir;Rumblan Pail;74.4388889;32.9583333;11;
2;India;Jammu And Kashmir;Rumbak;77.4166667;34.05;11;
2;India;Jammu And Kashmir;Rumail;74.4819444;32.8694444;11;
2;India;Jammu And Kashmir;Rulagung;76.8333333;33.7666667;11;
2;India;Jammu And Kashmir;Rugh Gund Manchhar;74.4083333;34.4861111;11;
2;India;Jammu And Kashmir;Rug;74.4847222;33.1055556;11;
2;India;Jammu And Kashmir;Rowchha;74.3333333;34.3097222;11;
2;India;Jammu And Kashmir;Roual;74.1805556;33.3194444;11;
2;India;Jammu And Kashmir;Rosinar;73.9083333;34.4361111;11;
2;India;Jammu And Kashmir;Rongdu;77.7833333;34.4;11;
2;India;Jammu And Kashmir;Rong;77.7333333;33.7;11;
2;India;Jammu And Kashmir;Rohi;74.8458333;32.6569444;11;
2;India;Jammu And Kashmir;Roang;78.15;33.65;11;
2;India;Jammu And Kashmir;Rishmahal;74.7402778;34.0958333;11;
2;India;Jammu And Kashmir;Rishipur;74.35;34.3236111;11;
2;India;Jammu And Kashmir;Rinj;74.5097222;34.2236111;11;
2;India;Jammu And Kashmir;Ringdom G∆mpa;76.3666667;34.0333333;11;
2;India;Jammu And Kashmir;Ringdom;76.3666667;34.0333333;11;
2;India;Jammu And Kashmir;Ringapat;74.2944444;34.3166667;11;
2;India;Jammu And Kashmir;Ring;74.4166667;34.7666667;11;
2;India;Jammu And Kashmir;Rinan;74.3222222;34.3277778;11;
2;India;Jammu And Kashmir;Rikinwas;75.5333333;33.95;11;
2;India;Jammu And Kashmir;Rihom;74.3333333;34.2833333;11;
2;India;Jammu And Kashmir;Riddi;74.0527778;34.475;11;
2;India;Jammu And Kashmir;Richhwa;74.225;33.2583333;11;
2;India;Jammu And Kashmir;Richhali;74.3472222;33.8277778;11;
2;India;Jammu And Kashmir;Riasi;74.8333333;33.0833333;11;
2;India;Jammu And Kashmir;Riari;74.8583333;32.7416667;11;
2;India;Jammu And Kashmir;Riala;74.8847222;32.9708333;11;
2;India;Jammu And Kashmir;Rhongo;78.8333333;33.1166667;11;
2;India;Jammu And Kashmir;Rezan;75.1666667;34.2666667;11;
2;India;Jammu And Kashmir;Rethana;74.7930556;32.5555556;11;
2;India;Jammu And Kashmir;Reshipur;74.6583333;34.2361111;11;
2;India;Jammu And Kashmir;Reru;76.9333333;33.3333333;11;
2;India;Jammu And Kashmir;Repiangan;74.8861111;34.3416667;11;
2;India;Jammu And Kashmir;Rengazabal;74.5833333;33.9166667;11;
2;India;Jammu And Kashmir;Reka Logiyan;74.9347222;32.55;11;
2;India;Jammu And Kashmir;Reka Lobana;74.9333333;32.5569444;11;
2;India;Jammu And Kashmir;Rehal;74.8763889;32.5638889;11;
2;India;Jammu And Kashmir;Redian;74.2222222;33.1583333;11;
2;India;Jammu And Kashmir;Redanag;74.4333333;34.4916667;11;
2;India;Jammu And Kashmir;Reban;74.4222222;34.2986111;11;
2;India;Jammu And Kashmir;Reala;73.7805556;34.3638889;11;
2;India;Jammu And Kashmir;Razawan;74.7236111;34.0027778;11;
2;India;Jammu And Kashmir;Raya;74.9972222;32.6194444;11;
2;India;Jammu And Kashmir;Rawatpur;74.675;34.2180556;11;
2;India;Jammu And Kashmir;Rawan;74.4972222;32.8027778;11;
2;India;Jammu And Kashmir;Rawalpur;74.7972222;34.0222222;11;
2;India;Jammu And Kashmir;Rauta;74.85;32.9513889;11;
2;India;Jammu And Kashmir;Raung;76.1694444;34.5541667;11;
2;India;Jammu And Kashmir;Ratti Danda;74.5819444;32.8208333;11;
2;India;Jammu And Kashmir;Ratti;74.5722222;32.9541667;11;
2;India;Jammu And Kashmir;Ratsun;74.5958333;34.0597222;11;
2;India;Jammu And Kashmir;Ratnu Chak;74.9319444;32.6666667;11;
2;India;Jammu And Kashmir;Ratnal;74.8958333;32.5916667;11;
2;India;Jammu And Kashmir;Ratikhad;74.7972222;32.9194444;11;
2;India;Jammu And Kashmir;Ratian;74.7958333;32.625;11;
2;India;Jammu And Kashmir;Rathapura;74.7875;34.0972222;11;
2;India;Jammu And Kashmir;Rathal;74.8833333;32.5791667;11;
2;India;Jammu And Kashmir;Ratanpathri;74.3194444;33.8972222;11;
2;India;Jammu And Kashmir;Ratala;74.2666667;33.1861111;11;
2;India;Jammu And Kashmir;Rashipura;74.7291667;34.0388889;11;
2;India;Jammu And Kashmir;Rasalpur;74.3527778;34.3472222;11;
2;India;Jammu And Kashmir;Rarwan Khurd;74.95;32.525;11;
2;India;Jammu And Kashmir;Rarwan Kalan;74.9444444;32.5222222;11;
2;India;Jammu And Kashmir;Rari;74.9708333;32.55;11;
2;India;Jammu And Kashmir;Rara;74.9652778;32.5583333;11;
2;India;Jammu And Kashmir;Ranwala Andarwala;74.3111111;33.7555556;11;
2;India;Jammu And Kashmir;Ranthal;74.4916667;33.1444444;11;
2;India;Jammu And Kashmir;Ranjri;74.9833333;32.6041667;11;
2;India;Jammu And Kashmir;Ranjitpur;74.8791667;32.5180556;11;
2;India;Jammu And Kashmir;Ranjhan;74.4194444;32.9444444;11;
2;India;Jammu And Kashmir;Ranjan;74.7916667;32.8833333;11;
2;India;Jammu And Kashmir;Ranjal;74.1527778;33.2472222;11;
2;India;Jammu And Kashmir;Rani;74.2527778;33.2222222;11;
2;India;Jammu And Kashmir;Rangyil;74.8069444;34.2069444;11;
2;India;Jammu And Kashmir;Rangwar;74.9833333;34.2833333;11;
2;India;Jammu And Kashmir;Rangura;74.9013889;32.7416667;11;
2;India;Jammu And Kashmir;Rangrath;74.7958333;34.0055556;11;
2;India;Jammu And Kashmir;Rangpur Trewa;74.7736111;32.5013889;11;
2;India;Jammu And Kashmir;Rangpur;74.5958333;32.7819444;11;
2;India;Jammu And Kashmir;Rangdori;74.8041667;34.3861111;11;
2;India;Jammu And Kashmir;Rangawar;74.1333333;34.3;11;
2;India;Jammu And Kashmir;Rangani;74.7833333;32.9666667;11;
2;India;Jammu And Kashmir;Ranbirsinghpura;74.7333333;32.6333333;11;
2;India;Jammu And Kashmir;Ranbirpura;77.6833333;34.0333333;11;
2;India;Jammu And Kashmir;Ranbergad Partapgad;74.6916667;34.1402778;11;
2;India;Jammu And Kashmir;Ramsula;74.8708333;32.9111111;11;
2;India;Jammu And Kashmir;Ramsu;75.2;33.35;11;
2;India;Jammu And Kashmir;Ramradhan;74.8819444;34.3277778;11;
2;India;Jammu And Kashmir;Rampura;74.6333333;32.8055556;11;
2;India;Jammu And Kashmir;Rampur;74.9986111;32.5569444;11;
2;India;Jammu And Kashmir;Ramnagar;75.3166667;32.8166667;11;
2;India;Jammu And Kashmir;Ramkot;75.35;32.65;11;
2;India;Jammu And Kashmir;Ramkandu;74.9333333;33.2833333;11;
2;India;Jammu And Kashmir;Ramhom;74.4055556;34.3152778;11;
2;India;Jammu And Kashmir;Ramgarh;74.2;33.4;11;
2;India;Jammu And Kashmir;Ramblu Rasoriyan;74.9527778;32.5111111;11;
2;India;Jammu And Kashmir;Ramblu Brahmanan;74.9472222;32.5125;11;
2;India;Jammu And Kashmir;Ramban;75.25;33.25;11;
2;India;Jammu And Kashmir;Rambagh;74.8444444;32.6805556;11;
2;India;Jammu And Kashmir;Ramala;74.0916667;33.1805556;11;
2;India;Jammu And Kashmir;Ram Munshibagh;74.8347222;34.0611111;11;
2;India;Jammu And Kashmir;Ralman;74.4055556;33.0277778;11;
2;India;Jammu And Kashmir;Rakhsutu;74.8458333;34.0166667;11;
2;India;Jammu And Kashmir;Rakh-i-Zukur;74.825;34.1694444;11;
2;India;Jammu And Kashmir;Rakhhakarmula;74.7291667;34.0555556;11;
2;India;Jammu And Kashmir;Rakhasham;74.6333333;34.2375;11;
2;India;Jammu And Kashmir;Rakh Shehalhal;74.2736111;34.4305556;11;
2;India;Jammu And Kashmir;Rakh Rajpur;74.9138889;32.6541667;11;
2;India;Jammu And Kashmir;Rakh Maial;74.5291667;32.8361111;11;
2;India;Jammu And Kashmir;Rakh Jhang;74.9152778;32.5458333;11;
2;India;Jammu And Kashmir;Rakh Arina;74.8083333;32.5041667;11;
2;India;Jammu And Kashmir;Rajwiansher;74.6333333;34.0805556;11;
