"Level";"Country";"County";"Place";"void";"Longitude";"Latitude";"ZoomLevel";"Icon"
2;Sweden;Västernorrland;Sundsvall;;E17.33;N62.40;10;
2;Sweden;Värmland;Sunne;;E13.15;N59.83;10;
2;Sweden;Västra Götaland;Sunningen;;E11.83;N58.33;10;
2;Sweden;Västmanland;Surahammar;;E16.22;N59.72;10;
2;Sweden;Västra Götaland;Surte;;E12.02;N57.82;10;
2;Sweden;Skåne;Svalöv;;E13.10;N55.92;10;
2;Sweden;Södermanland;Svalsta;;E16.87;N58.73;10;
2;Sweden;Västra Götaland;Svanesund;;E11.83;N58.13;10;
2;Sweden;Blekinge;Svängsta;;E14.77;N56.27;10;
2;Sweden;Dalarna;Svärdsjö;;E15.92;N60.75;10;
2;Sweden;Skåne;Svarte;;E13.72;N55.42;10;
2;Sweden;Östergötland;Svärtinge;;E16.00;N58.65;10;
2;Sweden;Västernorrland;Svartvik;;E;N;10;
2;Sweden;Skåne;Svedala;;E13.23;N55.50;10;
2;Sweden;Jämtland;Sveg;;E14.35;N62.03;10;
2;Sweden;Västra Götaland;Svenljunga;;E13.12;N57.50;10;
2;Sweden;Jämtland;Svenstavik;;E14.45;N62.77;10;
2;Sweden;Stockholm;Svinninge;;E;N;10;
2;Sweden;Stockholm;Sylta;;E;N;10;
2;Sweden;Jönköping;Taberg;;E14.08;N57.68;10;
2;Sweden;Stockholm;Täby;;E18.07;N59.50;10;
2;Sweden;Västerbotten;Täfteå;;E20.48;N63.83;10;
2;Sweden;Dalarna;Tällberg;;E;N;10;
2;Sweden;Västra Götaland;Tanumshede;;E11.32;N58.73;10;
2;Sweden;Västmanland;Tärnsjö;;E16.93;N60.15;10;
2;Sweden;Skåne;Teckomatorp;;E13.08;N55.87;10;
2;Sweden;Jönköping;Tenhult;;E14.32;N57.72;10;
2;Sweden;Västra Götaland;Tibro;;E14.17;N58.42;10;
2;Sweden;Västra Götaland;Tidaholm;;E13.95;N58.18;10;
2;Sweden;Västra Götaland;Tidan;;E14.00;N58.57;10;
2;Sweden;Västmanland;Tidö-Lindö;;E;N;10;
2;Sweden;Uppsala;Tierp;;E17.50;N60.33;10;
2;Sweden;Västmanland;Tillberga;;E16.62;N59.68;10;
2;Sweden;Västra Götaland;Timmele;;E13.43;N57.85;10;
2;Sweden;Kalmar;Timmernabben;;E16.43;N56.97;10;
2;Sweden;Västra Götaland;Timmersdala;;E13.75;N58.53;10;
2;Sweden;Västernorrland;Timrå;;E17.32;N62.48;10;
2;Sweden;Kronoberg;Tingsryd;;E14.98;N56.53;10;
2;Sweden;Skåne;Tjörnarp;;E13.62;N56.00;10;
2;Sweden;Värmland;Töcksfors;;E11.83;N59.50;10;
2;Sweden;Skåne;Tollarp;;E;N;10;
2;Sweden;Västra Götaland;Tollered;;E12.10;N57.95;10;
2;Sweden;Skåne;Tomelilla;;E13.95;N55.55;10;
2;Sweden;Västerbotten;Tomtebo;;E;N;10;
2;Sweden;Norrbotten;Töre;;E22.65;N65.90;10;
2;Sweden;Västra Götaland;Töreboda;;E14.13;N58.72;10;
2;Sweden;Skåne;Torekov;;E12.63;N56.43;10;
2;Sweden;Skåne;Tormestorp;;E13.73;N56.12;10;
2;Sweden;Gävleborg;Torsåker;;E16.48;N60.52;10;
2;Sweden;Dalarna;Torsång;;E;N;10;
2;Sweden;Kalmar;Torsås;;E16.00;N56.40;10;
2;Sweden;Värmland;Torsby;;E;N;10;
2;Sweden;Södermanland;Torshälla;;E16.47;N59.42;10;
2;Sweden;Västra Götaland;Torslanda;;E11.72;N57.78;10;
2;Sweden;Halland;Torup;;E13.08;N56.97;10;
2;Sweden;Jönköping;Tranås;;E14.97;N58.04;10;
2;Sweden;Västra Götaland;Tranemo;;E13.35;N57.48;10;
2;Sweden;Jönköping;Trånghalla;;E;N;10;
2;Sweden;Kronoberg;Traryd;;E13.78;N56.58;10;
2;Sweden;Halland;Träslövsläge;;E12.28;N57.06;10;
2;Sweden;Kalmar;Trekanten;;E16.12;N56.70;10;
2;Sweden;Skåne;Trelleborg;;E13.15;N55.38;10;
2;Sweden;Västra Götaland;Trollhättan;;E12.30;N58.29;10;
2;Sweden;Halland;Trönninge;;E;N;10;
2;Sweden;Södermanland;Trosa;;E17.55;N58.90;10;
2;Sweden;Stockholm;Tumba;;E17.81;N59.20;10;
2;Sweden;Halland;Tvååker;;E12.40;N57.05;10;
2;Sweden;Skåne;Tygelsjö;;E13.00;N55.52;10;
2;Sweden;Skåne;Tyringe;;E13.58;N56.17;10;
2;Sweden;Södermanland;Tystberga;;E17.23;N58.85;10;
2;Sweden;Värmland;Uddeholm;;E13.62;N60.02;10;
2;Sweden;Västra Götaland;Uddevalla;;E11.93;N58.35;10;
2;Sweden;Halland;Ullared;;E12.72;N57.13;10;
2;Sweden;Västra Götaland;Ullervad;;E13.87;N58.67;10;
2;Sweden;Västra Götaland;Ulricehamn;;E13.42;N57.78;10;
2;Sweden;Västerbotten;Umeå;;E20.24;N63.83;10;
2;Sweden;Halland;Unnaryd;;E13.52;N56.95;10;
2;Sweden;Stockholm;Upplands Väsby;;E17.90;N59.52;10;
2;Sweden;Uppsala;Uppsala;;E17.64;N59.86;10;
2;Sweden;Kronoberg;Urshult;;E14.78;N56.53;10;
2;Sweden;Västerbotten;Ursviken;;E21.17;N64.72;10;
2;Sweden;Kronoberg;Väckelsång;;E14.92;N56.63;10;
2;Sweden;Östergötland;Vadstena;;E14.90;N58.45;10;
2;Sweden;Jönköping;Vaggeryd;;E14.12;N57.50;10;
2;Sweden;Södermanland;Vagnhärad;;E17.52;N58.95;10;
2;Sweden;Västra Götaland;Väjern;;E11.27;N58.38;10;
2;Sweden;Värmland;Vålberg;;E13.17;N59.40;10;
2;Sweden;Gävleborg;Valbo;;E17.03;N60.65;10;
2;Sweden;Östergötland;Valdemarsvik;;E16.60;N58.20;10;
2;Sweden;Skåne;Valje;;E;N;10;
2;Sweden;Södermanland;Valla;;E16.38;N59.02;10;
2;Sweden;Halland;Vallberga;;E13.02;N56.47;10;
2;Sweden;Halland;Vallda;;E12.00;N57.48;10;
2;Sweden;Stockholm;Vallentuna;;E18.08;N59.54;10;
2;Sweden;Västmanland;Valskog;;E15.95;N59.45;10;
2;Sweden;Dalarna;Våmhus;;E14.47;N61.13;10;
2;Sweden;Västra Götaland;Vänersborg;;E12.33;N58.37;10;
2;Sweden;Uppsala;Vänge;;E;N;10;
2;Sweden;Västerbotten;Vännäs;;E19.75;N63.92;10;
2;Sweden;Västerbotten;Vännäsby;;E19.83;N63.93;10;
2;Sweden;Dalarna;Vansbro;;E14.22;N60.52;10;
2;Sweden;Västra Götaland;Vara;;E12.95;N58.27;10;
2;Sweden;Halland;Varberg;;E12.25;N57.11;10;
2;Sweden;Västra Götaland;Vårgårda;;E12.80;N58.03;10;
2;Sweden;Västra Götaland;Vargön;;E12.37;N58.37;10;
2;Sweden;Jönköping;Värnamo;;E14.05;N57.18;10;
2;Sweden;Västra Götaland;Varnhem;;E13.65;N58.38;10;
2;Sweden;Stockholm;Vårsta;;E17.80;N59.17;10;
2;Sweden;Västmanland;Västerås;;E16.54;N59.62;10;
2;Sweden;Stockholm;Västerhaninge;;E18.08;N59.12;10;
2;Sweden;Kalmar;Västervik;;E16.63;N57.76;10;
2;Sweden;Västra Götaland;Västra Bodarna;;E12.47;N57.88;10;
2;Sweden;Halland;Västra Hagen;;E11.94;N57.42;10;
2;Sweden;Skåne;Västra Ingelstad;;E13.12;N55.48;10;
2;Sweden;Uppsala;Vattholma;;E17.73;N60.02;10;
2;Sweden;Stockholm;Vaxholm;;E18.33;N59.40;10;
2;Sweden;Kronoberg;Växjö;;E14.80;N56.88;10;
2;Sweden;Halland;Våxtorp;;E13.10;N56.43;10;
2;Sweden;Skåne;Veberöd;;E13.48;N55.63;10;
2;Sweden;Halland;Veddige;;E12.32;N57.27;10;
2;Sweden;Örebro;Vedevåg;;E15.28;N59.53;10;
2;Sweden;Västra Götaland;Vedum;;E12.98;N58.17;10;
2;Sweden;Halland;Veinge;;E13.07;N56.55;10;
2;Sweden;Skåne;Vejbystrand;;E12.77;N56.32;10;
2;Sweden;Skåne;Vellinge;;E13.02;N55.47;10;
2;Sweden;Halland;Vessigebro;;E12.65;N56.98;10;
2;Sweden;Jönköping;Vetlanda;;E15.08;N57.43;10;
2;Sweden;Västernorrland;Vi;;E;N;10;
2;Sweden;Gotland;Vibble;;E18.25;N57.60;10;
2;Sweden;Skåne;Viby;;E14.23;N56.00;10;
2;Sweden;Stockholm;Vidja;;E18.07;N59.20;10;
2;Sweden;Dalarna;Vikarbyn;;E;N;10;
2;Sweden;Skåne;Viken;;E12.57;N56.15;10;
2;Sweden;Östergötland;Vikingstad;;E15.45;N58.37;10;
2;Sweden;Dalarna;Vikmanshyttan;;E15.82;N60.28;10;
2;Sweden;Västerbotten;Vilhelmina;;E16.65;N64.62;10;
2;Sweden;Kalmar;Vimmerby;;E15.85;N57.67;10;
2;Sweden;Västerbotten;Vindeln;;E19.73;N64.20;10;
2;Sweden;Södermanland;Vingåker;;E15.87;N59.03;10;
2;Sweden;Västra Götaland;Vinninga;;E13.27;N58.45;10;
2;Sweden;Skåne;Vinslöv;;E13.92;N56.10;10;
2;Sweden;Örebro;Vintrosa;;E14.95;N59.25;10;
2;Sweden;Västmanland;Virsbo;;E16.03;N59.87;10;
2;Sweden;Kalmar;Virserum;;E15.58;N57.32;10;
2;Sweden;Gotland;Visby;;E18.30;N57.64;10;
2;Sweden;Västra Götaland;Viskafors;;E12.83;N57.63;10;
2;Sweden;Kronoberg;Vislanda;;E14.45;N56.78;10;
2;Sweden;Kalmar;Vissefjärda;;E15.58;N56.53;10;
2;Sweden;Norrbotten;Vittangi;;E21.65;N67.68;10;
2;Sweden;Skåne;Vittsjö;;E13.67;N56.33;10;
2;Sweden;Skåne;Vollsjö;;E13.77;N55.70;10;
2;Sweden;Södermanland;Vrena;;E16.68;N58.87;10;
2;Sweden;Örebro;Vretstorp;;E14.87;N59.03;10;
2;Sweden;Jönköping;Vrigstad;;E14.47;N57.35;10;
2;Sweden;Norrbotten;Vuollerim;;E20.60;N66.42;10;
2;Sweden;Skåne;Ystad;;E13.84;N55.44;10;
