"Level";"Country";"County";"Place";"void";"Longitude";"Latitude";"ZoomLevel";"Icon"
2;Sweden;Skåne;Kattarp;;E;N;10;
2;Sweden;Skåne;Kävlinge;;E13.10;N55.80;10;
2;Sweden;Jönköping;Kaxholmen;;E14.30;N57.87;10;
2;Sweden;Värmland;Kil;;E13.32;N59.52;10;
2;Sweden;Stockholm;Kil;;E;N;10;
2;Sweden;Gävleborg;Kilafors;;E16.57;N61.23;10;
2;Sweden;Östergötland;Kimstad;;E15.97;N58.53;10;
2;Sweden;Västra Götaland;Kinna;;E12.65;N57.50;10;
2;Sweden;Västra Götaland;Kinnarp;;E13.52;N58.07;10;
2;Sweden;Norrbotten;Kiruna;;E20.22;N67.86;10;
2;Sweden;Östergötland;Kisa;;E15.62;N57.98;10;
2;Sweden;Skåne;Kivik;;E14.25;N55.68;10;
2;Sweden;Södermanland;Kjulaås;;E16.67;N59.38;10;
2;Sweden;Skåne;Klågerup;;E13.25;N55.60;10;
2;Sweden;Gotland;Klintehamn;;E18.20;N57.40;10;
2;Sweden;Skåne;Klippan;;E13.13;N56.13;10;
2;Sweden;Halland;Knäred;;E13.32;N56.53;10;
2;Sweden;Skåne;Knislinge;;E14.08;N56.18;10;
2;Sweden;Uppsala;Knivsta;;E17.25;N59.52;10;
2;Sweden;Västra Götaland;Kode;;E11.85;N57.93;10;
2;Sweden;Västmanland;Kolbäck;;E16.25;N59.57;10;
2;Sweden;Västmanland;Kolsva;;E15.83;N59.60;10;
2;Sweden;Västmanland;Köping;;E15.99;N59.52;10;
2;Sweden;Skåne;Köpingebro;;E13.93;N55.47;10;
2;Sweden;Västernorrland;Köpmanholmen;;E18.57;N63.17;10;
2;Sweden;Örebro;Kopparberg;;E14.98;N59.87;10;
2;Sweden;Stockholm;Kopparmora;;E18.58;N59.33;10;
2;Sweden;Jönköping;Korsberga;;E15.12;N57.32;10;
2;Sweden;Norrbotten;Koskullskulle;;E20.75;N67.18;10;
2;Sweden;Kronoberg;Kosta;;E15.38;N56.85;10;
2;Sweden;Västernorrland;Kramfors;;E17.79;N62.93;10;
2;Sweden;Kalmar;Kristdala;;E16.18;N57.40;10;
2;Sweden;Skåne;Kristianstad;;E14.15;N56.03;10;
2;Sweden;Skåne;Kristineberg;;E;N;10;
2;Sweden;Värmland;Kristinehamn;;E14.11;N59.32;10;
2;Sweden;Östergötland;Krokek;;E16.40;N58.67;10;
2;Sweden;Jämtland;Krokom;;E;N;10;
2;Sweden;Stockholm;Kullö;;E;N;10;
2;Sweden;Örebro;Kumla;;E15.13;N59.13;10;
2;Sweden;Stockholm;Kummelnäs;;E18.28;N59.35;10;
2;Sweden;Västra Götaland;Kungälv;;E11.99;N57.87;10;
2;Sweden;Stockholm;Kungsängen;;E17.75;N59.48;10;
2;Sweden;Halland;Kungsbacka;;E12.07;N57.48;10;
2;Sweden;Gävleborg;Kungsgården;;E;N;10;
2;Sweden;Västra Götaland;Kungshamn;;E11.25;N58.35;10;
2;Sweden;Västmanland;Kungsör;;E16.08;N59.42;10;
2;Sweden;Västra Götaland;Kvänum;;E13.18;N58.30;10;
2;Sweden;Halland;Kvibille;;E12.83;N56.78;10;
2;Sweden;Västmanland;Kvicksund;;E;N;10;
2;Sweden;Skåne;Kvidinge;;E13.07;N56.13;10;
2;Sweden;Västra Götaland;Kvisljungeby;;E11.83;N57.75;10;
2;Sweden;Västernorrland;Kvissleby;;E17.38;N62.29;10;
2;Sweden;Blekinge;Kyrkhult;;E14.58;N56.35;10;
2;Sweden;Kalmar;Läckeby;;E;N;10;
2;Sweden;Kronoberg;Lagan;;E13.98;N56.92;10;
2;Sweden;Halland;Laholm;;E13.03;N56.52;10;
2;Sweden;Kronoberg;Lammhult;;E14.58;N57.17;10;
2;Sweden;Jönköping;Landsbro;;E14.90;N57.37;10;
2;Sweden;Skåne;Landskrona;;E12.83;N55.88;10;
2;Sweden;Västra Götaland;Landvetter;;E12.20;N57.68;10;
2;Sweden;Västra Götaland;Länghem;;E13.23;N57.60;10;
2;Sweden;Västernorrland;Långsele;;E;N;10;
2;Sweden;Dalarna;Långshyttan;;E16.02;N60.45;10;
2;Sweden;Uppsala;Länna;;E17.97;N59.87;10;
2;Sweden;Örebro;Laxå;;E14.62;N58.98;10;
2;Sweden;Jönköping;Lekeryd;;E14.40;N57.77;10;
2;Sweden;Dalarna;Leksand;;E15.02;N60.73;10;
2;Sweden;Kronoberg;Lenhovda;;E15.28;N57.00;10;
2;Sweden;Västra Götaland;Lerum;;E12.28;N57.77;10;
2;Sweden;Värmland;Lesjöfors;;E14.18;N59.98;10;
2;Sweden;Kronoberg;Lessebo;;E15.27;N56.75;10;
2;Sweden;Kronoberg;Lidhult;;E;N;10;
2;Sweden;Stockholm;Lidingö;;E18.15;N59.37;10;
2;Sweden;Västra Götaland;Lidköping;;E13.16;N58.51;10;
2;Sweden;Västra Götaland;Lilla Edet;;E12.13;N58.13;10;
2;Sweden;Halland;Lilla Tjärby;;E13.03;N56.53;10;
2;Sweden;Västra Götaland;Limmared;;E13.35;N57.53;10;
2;Sweden;Örebro;Lindesberg;;E15.25;N59.58;10;
2;Sweden;Stockholm;Lindholmen;;E18.10;N59.58;10;
2;Sweden;Östergötland;Lindö;;E16.25;N58.62;10;
2;Sweden;Västra Götaland;Lindome;;E12.09;N57.56;10;
2;Sweden;Kalmar;Lindsdal;;E16.30;N56.73;10;
2;Sweden;Östergötland;Linghem;;E15.78;N58.43;10;
2;Sweden;Östergötland;Linköping;;E15.63;N58.41;10;
2;Sweden;Blekinge;Listerby;;E15.40;N56.20;10;
2;Sweden;Jämtland;Lit;;E14.82;N63.32;10;
2;Sweden;Västra Götaland;Ljung;;E13.05;N57.98;10;
2;Sweden;Östergötland;Ljunga;;E16.35;N58.52;10;
2;Sweden;Västernorrland;Ljungaverk;;E16.02;N62.48;10;
2;Sweden;Kronoberg;Ljungby;;E13.94;N56.84;10;
2;Sweden;Skåne;Ljungbyhed;;E13.22;N56.07;10;
2;Sweden;Kalmar;Ljungbyholm;;E16.17;N56.63;10;
2;Sweden;Skåne;Ljunghusen;;E12.92;N55.40;10;
2;Sweden;Östergötland;Ljungsbro;;E15.50;N58.52;10;
2;Sweden;Västra Götaland;Ljungskile;;E11.92;N58.22;10;
2;Sweden;Gävleborg;Ljusdal;;E16.10;N61.83;10;
2;Sweden;Gävleborg;Ljusne;;E17.13;N61.22;10;
2;Sweden;Skåne;Löberöd;;E13.50;N55.78;10;
2;Sweden;Skåne;Löddeköpinge;;E13.02;N55.77;10;
2;Sweden;Västra Götaland;Lödöse;;E12.13;N58.03;10;
2;Sweden;Skåne;Lomma;;E13.08;N55.68;10;
2;Sweden;Skåne;Lönsboda;;E14.32;N56.40;10;
2;Sweden;Östergötland;Lotorp;;E15.83;N58.73;10;
2;Sweden;Västerbotten;Lövånger;;E21.30;N64.37;10;
2;Sweden;Skåne;Lövestad;;E13.88;N55.65;10;
2;Sweden;Uppsala;Lövstalöt;;E17.58;N59.95;10;
2;Sweden;Skåne;Ludvigsborg;;E13.60;N55.90;10;
2;Sweden;Dalarna;Ludvika;;E15.18;N60.14;10;
2;Sweden;Västra Götaland;Lugnås;;E13.72;N58.62;10;
2;Sweden;Norrbotten;Luleå;;E22.16;N65.60;10;
2;Sweden;Skåne;Lund;;E13.20;N55.71;10;
2;Sweden;Västra Götaland;Lundsbrunn;;E13.45;N58.48;10;
2;Sweden;Västerbotten;Lycksele;;E18.67;N64.60;10;
2;Sweden;Västra Götaland;Lysekil;;E11.43;N58.28;10;
2;Sweden;Västerbotten;Malå;;E18.75;N65.18;10;
2;Sweden;Kalmar;Målilla;;E15.80;N57.38;10;
2;Sweden;Jönköping;Malmbäck;;E14.47;N57.58;10;
2;Sweden;Norrbotten;Malmberget;;E20.67;N67.17;10;
2;Sweden;Södermanland;Malmköping;;E16.73;N59.13;10;
2;Sweden;Skåne;Malmö;;E13.02;N55.61;10;
2;Sweden;Östergötland;Malmslätt;;E15.50;N58.42;10;
2;Sweden;Västra Götaland;Målsryd;;E13.05;N57.68;10;
2;Sweden;Dalarna;Malung;;E13.70;N60.67;10;
2;Sweden;Uppsala;Månkarbo;;E17.47;N60.23;10;
2;Sweden;Östergötland;Mantorp;;E15.28;N58.35;10;
2;Sweden;Jönköping;Mariannelund;;E15.57;N57.62;10;
2;Sweden;Örebro;Marieberg;;E15.17;N59.23;10;
2;Sweden;Södermanland;Mariefred;;E17.22;N59.27;10;
2;Sweden;Skåne;Marieholm;;E13.15;N55.87;10;
2;Sweden;Norrbotten;Marielund;;E17.57;N65.83;10;
2;Sweden;Västra Götaland;Mariestad;;E13.82;N58.71;10;
2;Sweden;Kronoberg;Markaryd;;E13.60;N56.43;10;
2;Sweden;Stockholm;Märsta;;E17.84;N59.63;10;
2;Sweden;Västra Götaland;Marstrand;;E11.58;N57.88;10;
2;Sweden;Västernorrland;Matfors;;E17.03;N62.35;10;
2;Sweden;Västernorrland;Mellansel;;E18.32;N63.43;10;
2;Sweden;Halland;Mellbystrand;;E12.93;N56.52;10;
2;Sweden;Västra Götaland;Mellerud;;E12.47;N58.70;10;
2;Sweden;Blekinge;Mjällby;;E14.68;N56.05;10;
2;Sweden;Östergötland;Mjölby;;E15.13;N58.33;10;
2;Sweden;Dalarna;Mockfjärd;;E14.97;N60.50;10;
2;Sweden;Kronoberg;Moheda;;E14.57;N57.00;10;
2;Sweden;Värmland;Molkom;;E13.70;N59.60;10;
2;Sweden;Skåne;Mölle;;E12.50;N56.28;10;
2;Sweden;Västra Götaland;Mölltorp;;E14.40;N58.50;10;
2;Sweden;Stockholm;Mölnbo;;E17.42;N59.05;10;
2;Sweden;Västra Götaland;Mölnlycke;;E12.13;N57.65;10;
2;Sweden;Kalmar;Mönsterås;;E16.43;N57.03;10;
2;Sweden;Dalarna;Mora;;E;N;10;
2;Sweden;Skåne;Mörarp;;E12.87;N56.07;10;
2;Sweden;Kalmar;Mörbylånga;;E16.38;N56.52;10;
2;Sweden;Västmanland;Morgongåva;;E16.95;N59.93;10;
2;Sweden;Kalmar;Mörlunda;;E15.85;N57.32;10;
2;Sweden;Blekinge;Mörrum;;E14.75;N56.18;10;
2;Sweden;Jämtland;Mörsil;;E13.63;N63.32;10;
2;Sweden;Stockholm;Mörtnäs;;E18.45;N59.32;10;
2;Sweden;Örebro;Mosås;;E15.13;N59.20;10;
2;Sweden;Östergötland;Motala;;E15.04;N58.54;10;
2;Sweden;Jönköping;Mullsjö;;E13.80;N57.95;10;
2;Sweden;Skåne;Munka-Ljungby;;E12.97;N56.25;10;
2;Sweden;Västra Götaland;Munkedal;;E11.68;N58.48;10;
2;Sweden;Värmland;Munkfors;;E13.53;N59.83;10;
2;Sweden;Västra Götaland;Myggenäs;;E11.73;N58.05;10;
2;Sweden;Västra Götaland;Mysterna;;E;N;10;
2;Sweden;Dalarna;Naglarby och Enbacka;;E15.60;N60.42;10;
2;Sweden;Jämtland;Nälden;;E14.25;N63.35;10;
2;Sweden;Jönköping;Nässjö;;E14.70;N57.66;10;
2;Sweden;Skåne;Näsum;;E14.48;N56.17;10;
2;Sweden;Gävleborg;Näsviken;;E16.87;N61.77;10;
2;Sweden;Blekinge;Nättraby;;E15.52;N56.20;10;
2;Sweden;Södermanland;Nävekvarn;;E16.80;N58.63;10;
2;Sweden;Västernorrland;Njurundabommen;;E;N;10;
2;Sweden;Gävleborg;Njutånger;;E17.06;N61.61;10;
2;Sweden;Västra Götaland;Nödinge-Nol;;E12.07;N57.90;10;
2;Sweden;Västra Götaland;Nolvik;;E11.82;N57.78;10;
2;Sweden;Örebro;Nora;;E15.03;N59.52;10;
2;Sweden;Västmanland;Norberg;;E15.93;N60.07;10;
2;Sweden;Västerbotten;Nordmaling;;E19.50;N63.57;10;
2;Sweden;Blekinge;Norje;;E14.67;N56.12;10;
2;Sweden;Skåne;Norra Åsum;;E14.15;N55.98;10;
2;Sweden;Örebro;Norra Bro;;E15.25;N59.22;10;
2;Sweden;Norrbotten;Norrfjärden;;E21.45;N65.42;10;
2;Sweden;Kronoberg;Norrhult-Klavreström;;E15.13;N57.13;10;
2;Sweden;Östergötland;Norrköping;;E16.17;N58.60;10;
2;Sweden;Gävleborg;Norrsundet;;E17.13;N60.95;10;
2;Sweden;Stockholm;Norrtälje;;E18.70;N59.77;10;
2;Sweden;Västerbotten;Norsjö;;E19.48;N64.92;10;
2;Sweden;Västra Götaland;Nossebro;;E12.72;N58.18;10;
2;Sweden;Dalarna;Nusnäs;;E14.63;N60.97;10;
2;Sweden;Norrbotten;Nyborg;;E23.20;N65.78;10;
2;Sweden;Kalmar;Nybro;;E15.91;N56.75;10;
2;Sweden;Skåne;Nybrostrand;;E;N;10;
2;Sweden;Dalarna;Nyhammar;;E;N;10;
2;Sweden;Södermanland;Nyköping;;E17.02;N58.76;10;
2;Sweden;Värmland;Nykroppa;;E14.30;N59.65;10;
2;Sweden;Stockholm;Nykvarn;;E17.43;N59.18;10;
2;Sweden;Västernorrland;Nyland;;E;N;10;
2;Sweden;Stockholm;Nynäshamn;;E17.95;N58.91;10;
2;Sweden;Västerbotten;Obbola;;E20.32;N63.70;10;
2;Sweden;Gävleborg;Ockelbo;;E16.72;N60.88;10;
2;Sweden;Västra Götaland;Öckerö;;E11.65;N57.71;10;
2;Sweden;Skåne;Ödåkra;;E12.73;N56.10;10;
2;Sweden;Örebro;Odensbacken;;E15.53;N59.17;10;
2;Sweden;Jönköping;Odensjö;;E;N;10;
2;Sweden;Östergötland;Ödeshög;;E14.65;N58.23;10;
2;Sweden;Västra Götaland;Öjersjö;;E12.12;N57.70;10;
2;Sweden;Halland;Ölmanäs;;E12.08;N57.37;10;
2;Sweden;Västra Götaland;Olofstorp;;E;N;10;
2;Sweden;Blekinge;Olofström;;E14.50;N56.27;10;
2;Sweden;Västra Götaland;Olstorp;;E;N;10;
2;Sweden;Skåne;Önnestad;;E14.02;N56.05;10;
2;Sweden;Halland;Onsala;;E;N;10;
2;Sweden;Uppsala;Örbyhus;;E17.70;N60.23;10;
2;Sweden;Örebro;Örebro;;E15.22;N59.28;10;
2;Sweden;Uppsala;Öregrund;;E18.43;N60.33;10;
2;Sweden;Skåne;Örkelljunga;;E13.28;N56.28;10;
2;Sweden;Dalarna;Ornäs;;E15.53;N60.52;10;
2;Sweden;Västernorrland;Örnsköldsvik;;E18.72;N63.30;10;
2;Sweden;Kalmar;Orrefors;;E15.75;N56.83;10;
2;Sweden;Dalarna;Orsa;;E14.62;N61.12;10;
2;Sweden;Uppsala;Örsundsbro;;E17.30;N59.73;10;
2;Sweden;Skåne;Osby;;E;N;10;
2;Sweden;Stockholm;Oskar-Fredriksborg;;E18.43;N59.40;10;
2;Sweden;Kalmar;Oskarshamn;;E16.45;N57.26;10;
2;Sweden;Halland;Oskarström;;E12.97;N56.80;10;
2;Sweden;Stockholm;Ösmo;;E17.90;N58.98;10;
2;Sweden;Örebro;Östansjö;;E14.98;N59.05;10;
2;Sweden;Uppsala;Österbybruk;;E;N;10;
2;Sweden;Östergötland;Österbymo;;E15.27;N57.83;10;
2;Sweden;Jämtland;Östersund;;E14.65;N63.18;10;
2;Sweden;Västmanland;Östervåla;;E17.18;N60.18;10;
2;Sweden;Uppsala;Östhammar;;E18.37;N60.27;10;
2;Sweden;Östergötland;Östra Husby;;E16.55;N58.58;10;
2;Sweden;Skåne;Östra Ljungby;;E;N;10;
2;Sweden;Västra Götaland;Otterbäcken;;E14.03;N58.95;10;
2;Sweden;Norrbotten;Överkalix;;E22.83;N66.32;10;
2;Sweden;Norrbotten;Övertorneå;;E23.67;N66.38;10;
2;Sweden;Kalmar;Överum;;E16.32;N57.98;10;
2;Sweden;Södermanland;Oxelösund;;E17.13;N58.67;10;
2;Sweden;Skåne;Oxie;;E13.10;N55.53;10;
2;Sweden;Skåne;Påarp;;E;N;10;
2;Sweden;Norrbotten;Pajala;;E23.37;N67.20;10;
2;Sweden;Örebro;Pålsboda;;E15.33;N59.07;10;
2;Sweden;Kalmar;Påryd;;E15.92;N56.57;10;
2;Sweden;Kalmar;Påskallavik;;E16.45;N57.17;10;
2;Sweden;Stockholm;Pershagen;;E17.65;N59.17;10;
2;Sweden;Skåne;Perstorp;;E13.38;N56.13;10;
2;Sweden;Norrbotten;Piteå;;E21.51;N65.32;10;
2;Sweden;Uppsala;Råby;;E;N;10;
2;Sweden;Stockholm;Raksta;;E18.30;N59.22;10;
2;Sweden;Västmanland;Ramnäs;;E16.20;N59.77;10;
2;Sweden;Västernorrland;Ramsele;;E16.48;N63.55;10;
2;Sweden;Västernorrland;Ramvik;;E17.85;N62.82;10;
2;Sweden;Norrbotten;Råneå;;E21.75;N65.77;10;
2;Sweden;Skåne;Rängs sand;;E;N;10;
2;Sweden;Västmanland;Ransta;;E16.63;N59.80;10;
2;Sweden;Dalarna;Rättvik;;E15.10;N60.88;10;
2;Sweden;Västra Götaland;Rävlanda;;E12.50;N57.65;10;
2;Sweden;Jönköping;Reftele;;E13.58;N57.18;10;
2;Sweden;Östergötland;Rejmyre;;E15.92;N58.83;10;
2;Sweden;Stockholm;Resarö;;E18.35;N59.42;10;
2;Sweden;Stockholm;Rimbo;;E18.37;N59.75;10;
2;Sweden;Östergötland;Rimforsa;;E15.67;N58.13;10;
2;Sweden;Skåne;Rinkaby;;E14.27;N55.98;10;
2;Sweden;Kalmar;Rinkabyholm;;E16.27;N56.65;10;
2;Sweden;Norrbotten;Risögrund;;E23.25;N65.80;10;
2;Sweden;Västerbotten;Röbäck;;E20.20;N63.80;10;
2;Sweden;Västerbotten;Robertsfors;;E20.85;N64.18;10;
2;Sweden;Kalmar;Rockneby;;E16.33;N56.82;10;
2;Sweden;Blekinge;Rödeby;;E15.60;N56.25;10;
2;Sweden;Norrbotten;Roknäs;;E21.20;N65.35;10;
2;Sweden;Norrbotten;Rolfs;;E23.12;N65.85;10;
2;Sweden;Gotland;Romakloster;;E18.45;N57.52;10;
2;Sweden;Västra Götaland;Rönnäng;;E11.58;N57.93;10;
2;Sweden;Blekinge;Ronneby;;E15.28;N56.21;10;
2;Sweden;Stockholm;Rosersberg;;E17.88;N59.58;10;
2;Sweden;Skåne;Röstånga;;E13.28;N56.00;10;
2;Sweden;Norrbotten;Rosvik;;E21.70;N65.43;10;
2;Sweden;Dalarna;Rot;;E14.03;N61.25;10;
2;Sweden;Kronoberg;Rottne;;E14.90;N57.02;10;
2;Sweden;Västerbotten;Rundvik;;E19.43;N63.53;10;
2;Sweden;Norrbotten;Rutvik;;E22.07;N65.67;10;
2;Sweden;Kronoberg;Ryd;;E;N;10;
2;Sweden;Jönköping;Rydaholm;;E14.30;N56.98;10;
2;Sweden;Västra Götaland;Rydboholm;;E12.88;N57.65;10;
2;Sweden;Skåne;Rydebäck;;E12.77;N55.97;10;
2;Sweden;Skåne;Rydsgård;;E;N;10;
2;Sweden;Kronoberg;Ryssby;;E14.17;N56.87;10;
2;Sweden;Värmland;Säffle;;E12.90;N59.13;10;
2;Sweden;Västmanland;Sala;;E16.60;N59.93;10;
2;Sweden;Stockholm;Saltsjöbaden;;E;N;10;
2;Sweden;Västra Götaland;Sandared;;E12.78;N57.72;10;
2;Sweden;Gävleborg;Sandarne;;E17.17;N61.27;10;
2;Sweden;Jönköping;Sandhem;;E;N;10;
2;Sweden;Skåne;Sandskogen;;E12.98;N55.77;10;
2;Sweden;Gävleborg;Sandviken;;E16.77;N60.62;10;
2;Sweden;Skåne;Sankt Olof;;E14.13;N55.63;10;
2;Sweden;Dalarna;Särna;;E13.13;N61.68;10;
2;Sweden;Halland;Särö;;E11.93;N57.50;10;
2;Sweden;Dalarna;Säter;;E15.75;N60.35;10;
2;Sweden;Västra Götaland;Sätila;;E12.43;N57.53;10;
2;Sweden;Skåne;Sätofta;;E13.55;N55.92;10;
2;Sweden;Västerbotten;Sävar;;E20.57;N63.90;10;
2;Sweden;Norrbotten;Sävast;;E22.30;N65.85;10;
2;Sweden;Västra Götaland;Säve;;E11.92;N57.80;10;
2;Sweden;Uppsala;Sävja;;E17.68;N59.83;10;
2;Sweden;Jönköping;Sävsjö;;E14.67;N57.40;10;
2;Sweden;Skåne;Saxtorpsskogen;;E12.94;N55.83;10;
2;Sweden;Västra Götaland;Sexdrega;;E13.12;N57.58;10;
2;Sweden;Skåne;Sibbhult;;E14.20;N56.27;10;
2;Sweden;Stockholm;Sigtuna;;E17.72;N59.62;10;
2;Sweden;Dalarna;Siljansnäs;;E14.85;N60.78;10;
2;Sweden;Kalmar;Silverdalen;;E15.73;N57.53;10;
2;Sweden;Skåne;Simrishamn;;E14.33;N55.55;10;
2;Sweden;Stockholm;Sjöberg;;E;N;10;
2;Sweden;Skåne;Sjöbo;;E13.70;N55.63;10;
2;Sweden;Västra Götaland;Sjömarken;;E12.82;N57.72;10;
2;Sweden;Skåne;Sjörröd;;E13.92;N56.28;10;
2;Sweden;Västra Götaland;Sjövik;;E;N;10;
2;Sweden;Västra Götaland;Sjuntorp;;E12.22;N58.20;10;
2;Sweden;Skåne;Skånes-Fagerhult;;E13.48;N56.37;10;
2;Sweden;Östergötland;Skänninge;;E15.08;N58.40;10;
2;Sweden;Skåne;Skanör med Falsterbo;;E12.85;N55.40;10;
2;Sweden;Västra Götaland;Skara;;E13.44;N58.38;10;
2;Sweden;Östergötland;Skärblacka;;E15.90;N58.57;10;
2;Sweden;Värmland;Skåre;;E13.43;N59.43;10;
2;Sweden;Stockholm;Skärgårdsstad;;E;N;10;
2;Sweden;Västra Götaland;Skärhamn;;E11.56;N58.00;10;
2;Sweden;Uppsala;Skärplinge;;E17.77;N60.47;10;
2;Sweden;Värmland;Skattkärr;;E13.63;N59.42;10;
2;Sweden;Skåne;Skegrie;;E13.07;N55.40;10;
2;Sweden;Västerbotten;Skellefteå;;E20.99;N64.76;10;
2;Sweden;Västerbotten;Skelleftehamn;;E21.23;N64.68;10;
2;Sweden;Skåne;Skepparkroken;;E12.80;N56.29;10;
2;Sweden;Västra Götaland;Skepplanda;;E12.20;N57.98;10;
2;Sweden;Stockholm;Skeppsdalsström;;E;N;10;
2;Sweden;Jönköping;Skillingaryd;;E14.08;N57.43;10;
2;Sweden;Skåne;Skillinge;;E14.28;N55.47;10;
2;Sweden;Västmanland;Skinnskatteberg;;E15.68;N59.83;10;
2;Sweden;Skåne;Skivarp;;E13.57;N55.42;10;
2;Sweden;Värmland;Skoghall;;E13.48;N59.34;10;
2;Sweden;Södermanland;Skogstorp;;E;N;10;
2;Sweden;Halland;Skogstorp;;E12.43;N56.92;10;
2;Sweden;Södermanland;Sköldinge;;E16.43;N59.03;10;
2;Sweden;Örebro;Sköllersta;;E15.33;N59.15;10;
2;Sweden;Västernorrland;Skottsund;;E17.39;N62.29;10;
2;Sweden;Västra Götaland;Skövde;;E13.84;N58.38;10;
2;Sweden;Halland;Skrea;;E12.57;N56.88;10;
2;Sweden;Västra Götaland;Skultorp;;E13.83;N58.35;10;
2;Sweden;Västmanland;Skultuna;;E16.42;N59.72;10;
2;Sweden;Skåne;Skurup;;E13.50;N55.47;10;
2;Sweden;Uppsala;Skutskär;;E;N;10;
2;Sweden;Uppsala;Skyttorp;;E17.73;N60.08;10;
2;Sweden;Gotland;Slite;;E18.80;N57.72;10;
2;Sweden;Halland;Slöinge;;E12.68;N56.85;10;
2;Sweden;Värmland;Slottsbron;;E13.10;N59.33;10;
2;Sweden;Uppsala;Slottsskogen;;E;N;10;
2;Sweden;Jönköping;Smålandsstenar;;E13.40;N57.17;10;
2;Sweden;Kalmar;Smedby;;E;N;10;
2;Sweden;Dalarna;Smedjebacken;;E15.42;N60.13;10;
2;Sweden;Västra Götaland;Smögen;;E11.22;N58.35;10;
2;Sweden;Skåne;Smygehamn;;E13.38;N55.33;10;
2;Sweden;Kalmar;Söderåkra;;E16.07;N56.45;10;
2;Sweden;Gävleborg;Söderala;;E16.97;N61.28;10;
2;Sweden;Dalarna;Söderbärke;;E15.55;N60.08;10;
2;Sweden;Uppsala;Söderfors;;E17.23;N60.38;10;
2;Sweden;Gävleborg;Söderhamn;;E17.08;N61.31;10;
2;Sweden;Östergötland;Söderköping;;E16.30;N58.48;10;
2;Sweden;Stockholm;Södertälje;;E17.63;N59.20;10;
2;Sweden;Skåne;Södra Klagshamn;;E12.92;N55.53;10;
2;Sweden;Halland;Södra Näs;;E12.27;N57.07;10;
2;Sweden;Skåne;Södra Sandby;;E13.33;N55.72;10;
2;Sweden;Norrbotten;Södra Sunderbyn;;E21.95;N65.67;10;
2;Sweden;Kalmar;Södra Vi;;E15.80;N57.75;10;
2;Sweden;Västra Götaland;Sollebrunn;;E12.53;N58.12;10;
2;Sweden;Västernorrland;Sollefteå;;E17.27;N63.17;10;
2;Sweden;Dalarna;Sollerön;;E14.62;N60.92;10;
2;Sweden;Blekinge;Sölvesborg;;E14.55;N56.05;10;
2;Sweden;Jönköping;Sommen;;E14.97;N58.13;10;
2;Sweden;Västernorrland;Söråker;;E17.51;N62.51;10;
2;Sweden;Gävleborg;Sörforsa;;E16.98;N61.73;10;
2;Sweden;Västerbotten;Sorsele;;E17.50;N65.53;10;
2;Sweden;Stockholm;Sorunda;;E;N;10;
2;Sweden;Dalarna;Sörvik;;E15.15;N60.18;10;
2;Sweden;Skåne;Sösdala;;E13.67;N56.03;10;
2;Sweden;Södermanland;Sparreholm;;E16.82;N59.07;10;
2;Sweden;Skåne;Staffanstorp;;E13.20;N55.65;10;
2;Sweden;Södermanland;Stallarholmen;;E17.20;N59.37;10;
2;Sweden;Skåne;Stångby;;E13.17;N55.77;10;
2;Sweden;Stockholm;Stavsnäs;;E18.68;N59.28;10;
2;Sweden;Skåne;Stehag;;E13.38;N55.90;10;
2;Sweden;Stockholm;Stenhamra;;E17.67;N59.33;10;
2;Sweden;Halland;Steninge;;E12.67;N56.78;10;
2;Sweden;Västra Götaland;Stenstorp;;E13.72;N58.27;10;
2;Sweden;Västra Götaland;Stenungsund;;E11.82;N58.08;10;
2;Sweden;Stockholm;Sticklinge udde;;E18.12;N59.30;10;
2;Sweden;Skåne;Stidsvig;;E13.13;N56.20;10;
2;Sweden;Södermanland;Stigtomta;;E16.78;N58.80;10;
2;Sweden;Skåne;Stoby;;E13.82;N56.18;10;
2;Sweden;Jönköping;Stockaryd;;E14.58;N57.32;10;
2;Sweden;Stockholm;Stockholm;;E18.07;N59.33;10;
2;Sweden;Västernorrland;Stockvik;;E17.37;N62.34;10;
2;Sweden;Västra Götaland;Stöpen;;E13.87;N58.47;10;
2;Sweden;Örebro;Storå;;E15.13;N59.72;10;
2;Sweden;Västra Götaland;Stora Höga;;E11.83;N58.02;10;
2;Sweden;Västra Götaland;Stora Levene;;E12.92;N58.33;10;
2;Sweden;Örebro;Stora Mellösa;;E15.50;N59.22;10;
2;Sweden;Kalmar;Storebro;;E15.85;N57.58;10;
2;Sweden;Värmland;Storfors;;E14.27;N59.53;10;
2;Sweden;Västerbotten;Storuman;;E17.10;N65.10;10;
2;Sweden;Gävleborg;Storvik;;E16.53;N60.58;10;
2;Sweden;Uppsala;Storvreta;;E17.70;N59.97;10;
2;Sweden;Södermanland;Strängnäs;;E17.02;N59.38;10;
2;Sweden;Kronoberg;Strömsnäsbruk;;E13.72;N56.55;10;
2;Sweden;Västra Götaland;Strömstad;;E11.18;N58.93;10;
2;Sweden;Jämtland;Strömsund;;E15.58;N63.85;10;
2;Sweden;Skåne;Strövelstorp;;E12.82;N56.15;10;
2;Sweden;Östergötland;Sturefors;;E15.73;N58.33;10;
2;Sweden;Blekinge;Sturkö;;E15.70;N56.08;10;
2;Sweden;Västra Götaland;Styrsö;;E11.79;N57.62;10;
2;Sweden;Dalarna;Sundborn;;E15.77;N60.65;10;
2;Sweden;Västernorrland;Sundsbruk;;E17.35;N62.46;10;
