3;USA;Arkansas;Craighead;Greenfield Township;;W90.6582663;N35.7391447;12;
3;USA;Arkansas;Craighead;Herndon Township;;W90.7181635;N35.9323827;12;
3;USA;Arkansas;Craighead;Jonesboro Township;;W90.6877559;N35.8480506;12;
3;USA;Arkansas;Craighead;Lake City Township;;W90.4517905;N35.8207227;12;
3;USA;Arkansas;Craighead;Lester Township;;W90.4634389;N35.9094952;12;
3;USA;Arkansas;Craighead;Little Texas Township;;W90.9561819;N35.750883;12;
3;USA;Arkansas;Craighead;Maumelle Township;;W90.5541459;N35.7496455;12;
3;USA;Arkansas;Craighead;Nettleton Township;;W90.594038;N35.8113196;12;
3;USA;Arkansas;Craighead;Powell Township;;W90.6471646;N35.9309365;12;
3;USA;Arkansas;Craighead;Prairie Township;;W90.4451973;N35.7610248;12;
3;USA;Arkansas;Craighead;Promised Land Township;;W90.9746214;N35.8506336;12;
3;USA;Arkansas;Craighead;Taylor Township;;W90.4831613;N35.7499818;12;
3;USA;Arkansas;Craighead;Texas Township;;W90.924172;N35.8217826;12;
3;USA;Arkansas;Crawford;Alma Township;;W94.2176848;N35.4758267;12;
3;USA;Arkansas;Crawford;Bidville Township;;W93.9842794;N35.7257709;12;
3;USA;Arkansas;Crawford;Cedar Creek Township;;W94.2960297;N35.6271388;12;
3;USA;Arkansas;Crawford;Cedarville Township;;W94.3633649;N35.587442;12;
3;USA;Arkansas;Crawford;Chester Township;;W94.1824028;N35.6791198;12;
3;USA;Arkansas;Crawford;Cove City Township;;W94.3303528;N35.7044916;12;
3;USA;Arkansas;Crawford;Dean Springs Township;;W94.1838793;N35.5426193;12;
3;USA;Arkansas;Crawford;Dora Township;;W94.4205528;N35.462954;12;
3;USA;Arkansas;Crawford;Dyer Township;;W94.1488091;N35.4938602;12;
3;USA;Arkansas;Crawford;Jasper Township;;W94.3961078;N35.5237817;12;
3;USA;Arkansas;Crawford;Kibler Township;;W94.1991397;N35.4047521;12;
3;USA;Arkansas;Crawford;Lancaster Township;;W94.2341833;N35.5770426;12;
3;USA;Arkansas;Crawford;Lees Creek Township;;W94.4220178;N35.695446;12;
3;USA;Arkansas;Crawford;Locke Township;;W94.078534;N35.6742036;12;
3;USA;Arkansas;Crawford;Mountainburg Township;;W94.1887936;N35.6211388;12;
3;USA;Arkansas;Crawford;Mulberry Township;;W94.0569917;N35.5164101;12;
3;USA;Arkansas;Crawford;Oliver Springs Township;;W94.3066889;N35.53324;12;
3;USA;Arkansas;Crawford;Porter Township;;W94.1583362;N35.7309989;12;
3;USA;Arkansas;Crawford;Rudy Township;;W94.2478518;N35.5290756;12;
3;USA;Arkansas;Crawford;Uniontown Township;;W94.4352905;N35.5877831;12;
3;USA;Arkansas;Crawford;Upper Township;;W94.2589299;N35.7126195;12;
